Dates,MOV_AVG_200D,RSI_14D,MOV_AVG_50D,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,VOLATILITY_30D,BETA_ADJ_OVERRIDABLE,PX_HIGH_LOW_DIFFERENCE
5/24/19,2776.7,40.93,2873.94,2826.06,2832.41,2841.36,2820.19,4.00E+08,12.35,0.95,21.17
5/28/19,2776.42,37.12,2873.54,2802.39,2830.03,2840.51,2801.58,9.48E+08,12.55,0.95,38.93
5/29/19,2776.07,34.3,2872.54,2783.02,2790.25,2792.03,2766.06,5.39E+08,12.65,0.95,25.97
5/30/19,2775.84,35.88,2871.66,2788.86,2786.94,2799,2776.74,4.11E+08,12.69,0.95,22.26
5/31/19,2775.5,30.84,2870.22,2752.06,2766.15,2768.98,2750.52,5.91E+08,13.14,0.95,18.46
6/3/19,2775.02,29.91,2868.01,2744.45,2751.53,2763.07,2728.81,6.80E+08,13.11,0.95,34.26
6/4/19,2774.94,44.03,2868.06,2803.27,2762.64,2804.49,2762.64,5.98E+08,14.51,0.95,41.85
6/5/19,2774.87,48.39,2868.62,2826.15,2818.09,2827.28,2800.92,5.44E+08,14.8,0.95,26.36
6/6/19,2774.84,51.47,2869.12,2843.49,2828.51,2852.1,2822.45,5.39E+08,14.96,0.95,29.65
6/7/19,2774.92,56.31,2870.48,2873.34,2852.87,2884.97,2852.87,4.84E+08,15.26,0.95,32.1
6/10/19,2775.04,58.31,2871.9,2886.73,2885.83,2904.77,2885.51,4.84E+08,15.34,0.95,19.26
6/11/19,2775.16,58.1,2872.93,2885.72,2903.27,2910.61,2878.53,5.79E+08,15.33,0.95,32.08
6/12/19,2775.27,56.77,2873.18,2879.84,2882.73,2888.57,2874.68,4.11E+08,15.19,0.95,13.89
6/13/19,2775.36,58.8,2873.67,2891.64,2886.24,2895.24,2881.99,4.39E+08,15.24,0.95,13.25
6/14/19,2775.31,57.65,2873.94,2886.98,2886.82,2894.45,2879.62,4.34E+08,14.93,0.95,14.83
6/17/19,2775.27,58.16,2874.15,2889.67,2889.75,2897.27,2887.3,4.26E+08,14.89,0.95,9.97
6/18/19,2775.29,63.14,2874.65,2917.75,2906.71,2930.79,2905.44,5.14E+08,14.32,0.95,25.35
6/19/19,2775.41,64.55,2875.26,2926.46,2920.55,2931.74,2911.43,5.27E+08,14.32,0.95,20.31
6/20/19,2775.68,68.66,2876.78,2954.18,2949.6,2958.06,2931.5,5.77E+08,14.52,0.95,26.56
6/21/19,2775.94,67.53,2878.03,2950.46,2952.71,2964.15,2946.87,1.42E+09,14.51,0.95,17.28
6/24/19,2776.23,65.92,2879.17,2945.35,2951.42,2954.92,2944.05,4.99E+08,12.26,0.95,10.87
6/25/19,2776.42,57.81,2879.37,2917.38,2945.78,2946.52,2916.01,5.45E+08,12.53,0.95,30.51
6/26/19,2776.64,56.85,2879.53,2913.78,2926.07,2932.59,2912.99,5.53E+08,12.46,0.95,19.6
6/27/19,2776.87,59.13,2879.89,2924.92,2919.66,2929.3,2918.57,4.42E+08,12.24,0.95,10.73
6/28/19,2777.14,62.37,2880.71,2941.76,2932.94,2943.98,2929.05,1.13E+09,12.17,0.95,14.93
7/1/19,2777.52,66.23,2881.9,2964.33,2971.41,2977.93,2952.22,5.27E+08,12.08,0.95,25.71
7/2/19,2777.86,67.61,2883.2,2973.01,2964.66,2973.21,2955.92,4.35E+08,11.9,0.95,17.29
7/3/19,2778.32,70.96,2884.44,2995.82,2978.08,2995.84,2977.96,3.27E+08,11.97,0.95,17.88
7/5/19,2778.83,69.13,2885.71,2990.41,2984.25,2994.03,2967.97,3.58E+08,11.26,0.95,26.06
7/8/19,2779.19,64.36,2886.7,2975.95,2979.77,2980.76,2970.09,4.39E+08,11.45,0.95,10.67
7/9/19,2779.54,65.02,2887.5,2979.63,2965.52,2981.9,2963.44,4.31E+08,11.01,0.95,18.46
7/10/19,2779.86,67.4,2888.5,2993.07,2989.3,3002.98,2984.62,4.28E+08,10.66,0.95,18.36
7/11/19,2780.21,68.58,2889.58,2999.91,2999.62,3002.33,2988.8,4.34E+08,10.66,0.95,13.53
7/12/19,2780.68,70.86,2891.38,3013.77,3003.36,3013.92,3001.87,4.23E+08,9.48,0.95,12.05
7/15/19,2781.17,70.95,2893.32,3014.3,3017.8,3017.8,3008.77,4.43E+08,9.35,0.95,9.03
7/16/19,2781.66,66.79,2894.48,3004.04,3012.13,3015.02,3001.15,4.30E+08,7.72,0.95,13.87
7/17/19,2782.01,59.6,2895.52,2984.42,3005.1,3005.26,2984.25,4.50E+08,7.95,0.95,21.01
7/18/19,2782.42,62,2897.74,2995.11,2978.87,2998.28,2973.09,4.63E+08,7.86,0.95,25.19
7/19/19,2782.68,55.81,2899.69,2976.61,3004.26,3006.02,2975.86,5.42E+08,7.74,0.95,30.16
7/22/19,2782.99,57.87,2901.97,2985.03,2981.93,2990.71,2976.65,4.55E+08,7.68,0.95,14.06
7/23/19,2783.39,62.45,2904.46,3005.47,2994.74,3005.9,2988.56,4.43E+08,7.85,0.95,17.34
7/24/19,2783.98,65.25,2908.61,3019.56,2998.77,3019.59,2996.82,5.11E+08,7.84,0.95,22.77
7/25/19,2784.57,59.83,2911.99,3003.67,3016.26,3016.31,2997.24,5.35E+08,8.06,0.95,19.07
7/26/19,2785.28,64.29,2915.49,3025.86,3013.25,3027.98,3012.59,4.67E+08,8.21,0.95,15.39
7/29/19,2785.98,62.64,2918.39,3020.97,3024.47,3025.61,3014.3,4.40E+08,8.26,0.95,11.31
7/30/19,2787.12,60,2921.46,3013.18,3007.66,3017.19,3000.94,4.45E+08,7.95,0.95,16.25
7/31/19,2788.38,50.36,2924.26,2980.38,3016.22,3017.4,2958.08,8.18E+08,8.7,0.95,59.32
8/1/19,2789.31,44.12,2926.05,2953.56,2980.32,3013.59,2945.23,6.76E+08,8.73,0.95,68.36
8/2/19,2790.21,39.85,2927.56,2932.05,2943.9,2945.5,2914.11,5.80E+08,8.99,0.95,31.39
8/5/19,2790.39,28.01,2928.01,2844.74,2898.07,2898.07,2822.12,7.66E+08,12.72,0.95,75.95
8/6/19,2790.75,36.61,2929.13,2881.77,2861.18,2884.4,2847.42,5.89E+08,13.12,0.95,36.98
8/7/19,2791.33,37.1,2930.76,2883.98,2858.65,2892.17,2825.71,6.33E+08,13.12,0.95,66.46
8/8/19,2792.18,47.62,2933.86,2938.09,2896.21,2938.72,2894.47,6.54E+08,14.25,0.95,44.25
8/9/19,2792.99,44.73,2936.45,2918.65,2930.51,2935.75,2900.15,5.00E+08,14.29,0.95,35.6
8/12/19,2793.71,40.02,2939.09,2883.75,2907.07,2907.58,2873.14,3.99E+08,14.49,0.95,34.44
8/13/19,2795.06,47.3,2942.73,2926.32,2880.72,2943.31,2877.05,5.63E+08,15.19,0.95,66.26
8/14/19,2795.73,37.45,2943.47,2840.6,2894.15,2894.15,2839.64,6.93E+08,17.29,0.95,54.51
8/15/19,2796.68,38.57,2943.9,2847.6,2846.2,2856.67,2825.51,5.85E+08,17.34,0.95,31.16
8/16/19,2797.92,44.84,2944.81,2888.68,2864.74,2893.63,2864.74,5.92E+08,17.96,0.95,28.89
8/19/19,2799.12,49.57,2945.81,2923.65,2913.48,2931,2913.48,4.98E+08,18.37,0.95,17.52
8/20/19,2800.07,46.72,2946.09,2900.51,2919.01,2923.63,2899.6,4.51E+08,18.42,0.95,24.03
8/21/19,2800.99,49.92,2946.86,2924.43,2922.04,2928.73,2917.91,3.99E+08,18.61,0.95,10.82
8/22/19,2801.98,49.72,2947.72,2922.95,2930.94,2939.08,2904.51,4.30E+08,18.53,0.95,34.57
8/23/19,2802.53,40.75,2946.83,2847.11,2911.07,2927.01,2834.97,7.01E+08,20,0.96,92.04
8/26/19,2803.14,45.14,2946.66,2878.38,2866.7,2879.27,2856,4.64E+08,20.36,0.96,23.27
8/27/19,2803.42,44.1,2946.25,2869.16,2893.14,2898.79,2860.59,5.59E+08,20.31,0.96,38.2
8/28/19,2803.83,46.79,2945.65,2887.94,2861.28,2890.03,2853.05,4.43E+08,20.4,0.95,36.98
8/29/19,2804.54,51.67,2945.62,2924.58,2910.37,2930.5,2905.67,4.21E+08,20.75,0.96,24.83
8/30/19,2805.54,51.92,2945.06,2926.46,2937.09,2940.43,2913.32,5.33E+08,20.72,0.95,27.11
9/3/19,2806.46,49.05,2944.18,2906.27,2909.01,2914.39,2891.85,4.90E+08,20.67,0.95,22.54
9/4/19,2807.65,53.37,2944.03,2937.78,2924.67,2938.84,2921.86,4.50E+08,20.91,0.96,16.98
9/5/19,2808.87,58.02,2945.2,2976,2960.6,2985.86,2960.6,5.36E+08,21.27,0.95,25.26
9/6/19,2810.09,58.34,2946.5,2978.71,2980.33,2985.03,2972.51,4.45E+08,21.14,0.95,12.52
9/9/19,2811.53,58.29,2947.57,2978.43,2988.43,2989.43,2969.39,5.37E+08,21.14,0.95,20.04
9/10/19,2813.21,58.42,2948.32,2979.39,2971.01,2979.39,2957.01,5.75E+08,21.13,0.95,22.38
9/11/19,2814.97,61.31,2949.05,3000.93,2981.41,3000.93,2975.31,5.23E+08,20.98,0.95,25.62
9/12/19,2816.85,62.44,2949.78,3009.57,3009.08,3020.74,3000.92,5.56E+08,20.8,0.95,19.82
9/13/19,2818.52,61.95,2950.02,3007.39,3012.21,3017.33,3002.9,4.92E+08,20.66,0.95,14.43
9/16/19,2820.1,59.76,2950.17,2997.96,2996.41,3002.19,2990.67,5.03E+08,18.33,0.95,11.52
9/17/19,2821.41,60.98,2950.76,3005.7,2995.67,3006.21,2993.73,4.79E+08,18.01,0.95,12.48
9/18/19,2822.76,61.15,2951.3,3006.73,3001.5,3007.83,2978.57,5.07E+08,18.01,0.95,29.26
9/19/19,2823.99,61.16,2951.58,3006.79,3010.36,3021.99,3003.16,4.67E+08,17.21,0.95,18.83
9/20/19,2825,57.07,2951.42,2992.07,3008.42,3016.37,2984.68,1.61E+09,17.14,0.95,31.69
9/23/19,2826.46,56.99,2950.98,2991.78,2983.5,2999.15,2982.23,4.75E+08,16.68,0.95,16.92
9/24/19,2827.81,50.33,2950.03,2966.6,3002.43,3007.98,2957.73,5.99E+08,16.39,0.95,50.25
9/25/19,2829.57,54.49,2949.64,2984.87,2968.35,2989.82,2952.86,5.10E+08,13.52,0.96,36.96
9/26/19,2831.27,52.61,2949.51,2977.62,2985.73,2987.28,2963.71,4.53E+08,13.57,0.96,23.57
9/27/19,2832.89,48.66,2948.84,2961.79,2985.47,2987.31,2945.53,4.78E+08,13.12,0.96,41.78
9/30/19,2834.52,52.3,2948.84,2976.74,2967.07,2983.85,2967.07,4.97E+08,12.73,0.96,16.78
10/1/19,2835.97,44.08,2947.95,2940.25,2983.69,2992.53,2938.7,4.88E+08,13.07,0.96,53.83
10/2/19,2837.41,35.43,2945.59,2887.61,2924.78,2924.78,2874.93,6.05E+08,13.96,0.96,49.85
10/3/19,2839.23,40.89,2943.41,2910.63,2885.38,2911.13,2855.94,4.90E+08,14.18,0.96,55.19
10/4/19,2841.26,49.21,2942.38,2952.01,2918.56,2953.74,2918.56,4.50E+08,12.3,0.96,35.18
10/7/19,2843.42,46.94,2940.64,2938.79,2944.23,2959.75,2935.68,4.64E+08,12.04,0.96,24.07
10/8/19,2845.55,40.05,2938.08,2893.06,2920.4,2925.47,2892.66,4.87E+08,12.96,0.96,32.81
10/9/19,2848.06,45.05,2936.2,2919.4,2911.1,2929.32,2907.41,3.92E+08,13.1,0.96,21.91
10/10/19,2851,48.35,2935.36,2938.13,2918.55,2948.46,2917.12,4.49E+08,12.68,0.96,31.34
10/11/19,2853.51,53.51,2935.69,2970.27,2963.07,2993.28,2963.07,5.44E+08,13.08,0.96,30.21
10/14/19,2855.9,52.78,2936.38,2966.15,2965.81,2972.84,2962.94,3.85E+08,12.89,0.96,9.9
10/15/19,2858.45,57.27,2939.39,2995.68,2973.61,3003.28,2973.61,4.24E+08,12.83,0.96,29.67
10/16/19,2860.86,56.11,2941.55,2989.69,2989.68,2997.54,2985.2,4.74E+08,12.28,0.96,12.34
10/17/19,2863.3,57.39,2943.83,2997.95,3000.77,3008.29,2991.79,4.25E+08,12.3,0.96,16.5
10/18/19,2865.99,54.93,2944.79,2986.2,2996.84,3000,2976.31,6.29E+08,12.36,0.96,23.69
10/21/19,2868.37,58.3,2946.56,3006.72,2996.48,3007.33,2995.35,4.88E+08,12.53,0.96,11.98
10/22/19,2870.6,55.94,2948.8,2995.99,3010.73,3014.57,2995.04,4.56E+08,12.39,0.96,19.53
10/23/19,2872.75,57.41,2950.36,3004.52,2994.01,3004.78,2991.21,4.68E+08,12.39,0.96,13.57
10/24/19,2874.87,58.43,2953.76,3010.29,3014.78,3016.07,3000.42,4.88E+08,12.4,0.96,15.65
10/25/19,2877,60.57,2957.26,3022.55,3003.32,3027.39,3001.94,4.65E+08,12.42,0.96,25.45
10/28/19,2879.22,63.37,2960.27,3039.42,3032.12,3044.08,3032.12,4.63E+08,12.5,0.96,11.96
10/29/19,2881.49,62.66,2962.54,3036.89,3035.39,3047.87,3034.81,4.51E+08,12.51,0.96,13.06
10/30/19,2883.67,64.36,2965.46,3046.77,3039.74,3050.1,3025.96,4.86E+08,12.54,0.96,24.14
10/31/19,2885.78,61.54,2967.72,3037.56,3046.9,3046.9,3023.19,6.73E+08,12.47,0.96,23.71
11/1/19,2887.94,66.56,2970.6,3066.91,3050.72,3066.95,3050.72,5.10E+08,12.77,0.96,16.23
11/4/19,2889.97,68.28,2975.23,3078.27,3078.96,3085.2,3074.87,5.25E+08,12.46,0.96,10.33
11/5/19,2892.18,67.09,2979.15,3074.62,3080.8,3083.95,3072.15,5.86E+08,12.38,0.96,11.8
11/6/19,2894.37,67.45,2983.3,3076.78,3075.1,3078.34,3065.89,5.44E+08,12.34,0.96,12.45
11/7/19,2896.59,68.89,2987.25,3085.18,3087.02,3097.77,3080.23,5.66E+08,12.18,0.96,17.54
11/8/19,2898.73,70.22,2990.62,3093.08,3081.25,3093.09,3073.58,4.61E+08,12.14,0.96,19.51
11/11/19,2900.94,67.82,2993.83,3087.01,3080.33,3088.33,3075.82,3.66E+08,11.43,0.96,12.51
11/12/19,2903.2,68.74,2997.54,3091.84,3089.28,3102.61,3084.73,4.35E+08,9.65,0.96,17.88
11/13/19,2905.27,69.17,3000.67,3094.04,3084.18,3098.06,3078.8,4.55E+08,9.51,0.96,19.26
11/14/19,2907.23,69.7,3003.08,3096.63,3090.75,3098.2,3083.26,4.08E+08,8.75,0.96,14.94
11/15/19,2909.3,74.11,3005.91,3120.46,3107.92,3120.46,3104.6,5.79E+08,8.72,0.96,15.86
11/18/19,2911.29,74.37,3008.79,3122.03,3117.91,3124.17,3112.06,5.22E+08,6.79,0.96,12.11
11/19/19,2913.2,73.42,3011.6,3120.18,3127.45,3127.64,3113.47,5.13E+08,6.55,0.96,14.17
11/20/19,2915.08,67.52,3013.75,3108.46,3114.66,3118.97,3091.41,7.56E+08,6.66,0.96,27.56
11/21/19,2917.07,65.16,3015.63,3103.54,3108.49,3110.11,3094.55,4.77E+08,6.14,0.96,15.56
11/22/19,2919.08,66.87,3017.69,3110.29,3111.41,3112.87,3099.26,4.18E+08,6.07,0.96,13.61
11/25/19,2921.2,72.01,3020.4,3133.64,3117.44,3133.83,3117.44,5.14E+08,5.8,0.96,16.39
11/26/19,2923.18,73.32,3023.1,3140.52,3134.85,3142.69,3131,9.86E+08,5.7,0.96,11.69
11/27/19,2925.18,75.66,3026.04,3153.63,3145.49,3154.26,3143.41,4.22E+08,5.74,0.96,10.85
11/29/19,2927.16,69.34,3028.72,3140.98,3147.18,3150.3,3139.34,2.87E+08,5.75,0.96,10.96
12/2/19,2928.85,58.13,3031.16,3113.87,3143.85,3144.31,3110.78,4.98E+08,6.32,0.96,33.53
12/3/19,2930.42,51.31,3033.19,3093.2,3087.41,3094.97,3070.33,5.57E+08,6.6,0.96,24.64
12/4/19,2932.06,56.51,3036.11,3112.76,3103.5,3119.38,3102.53,5.28E+08,6.76,0.96,16.85
12/5/19,2933.77,57.67,3038.76,3117.43,3119.21,3119.45,3103.76,4.62E+08,6.76,0.96,15.69
12/6/19,2935.54,63.98,3042.13,3145.91,3134.62,3150.6,3134.62,4.89E+08,7.11,0.96,15.98
12/9/19,2937.24,60.58,3045.61,3135.96,3141.86,3148.87,3135.46,4.68E+08,7.12,0.96,13.41
12/10/19,2938.93,59.41,3048.73,3132.52,3135.36,3142.12,3126.09,4.60E+08,7.12,0.96,16.03
12/11/19,2940.68,61.54,3052.75,3141.63,3135.75,3143.98,3133.21,4.73E+08,7.11,0.96,10.77
12/12/19,2942.6,67.04,3058.37,3168.57,3141.23,3176.28,3138.47,5.76E+08,7.34,0.96,37.81
12/13/19,2944.42,67.08,3063.54,3168.8,3166.65,3182.68,3156.51,5.05E+08,6.9,0.96,26.17
12/16/19,2946.42,71.11,3068.32,3191.45,3183.63,3197.71,3183.63,6.40E+08,7.09,0.96,14.08
12/17/19,2948.43,71.29,3073.4,3192.52,3195.4,3198.22,3191.03,5.68E+08,7.05,0.96,7.19
12/18/19,2950.53,70.68,3079.36,3191.14,3195.21,3198.48,3191.14,5.99E+08,7.07,0.96,7.34
12/19/19,2952.81,73.22,3085.08,3205.37,3192.32,3205.48,3192.32,5.93E+08,7.12,0.96,13.16
12/20/19,2955.2,75.73,3090.74,3221.22,3223.33,3225.65,3216.03,1.76E+09,7.2,0.96,9.62
12/23/19,2957.4,76.15,3095.82,3224.01,3226.05,3227.78,3222.3,4.68E+08,7.12,0.96,5.48
12/24/19,2959.56,75.83,3100.96,3223.38,3225.45,3226.43,3220.51,1.71E+08,7.14,0.96,5.92
12/26/19,2961.71,78.42,3105.85,3239.91,3227.2,3240.08,3227.2,3.17E+08,7.22,0.96,12.88
12/27/19,2963.87,78.43,3110.85,3240.02,3247.23,3247.93,3234.37,3.36E+08,7.23,0.96,13.56
12/30/19,2965.86,68.78,3115.32,3221.29,3240.09,3240.92,3216.57,3.45E+08,7.3,0.96,24.35
12/31/19,2967.85,70.74,3120.21,3230.78,3215.18,3231.72,3212.03,4.32E+08,7.32,0.96,19.69
1/2/20,2969.98,75.48,3125.23,3257.85,3244.67,3258.14,3235.53,5.17E+08,7.6,0.96,22.61
1/3/20,2972.03,65.74,3130.01,3234.85,3226.36,3246.15,3222.34,5.09E+08,7.87,0.96,23.81
1/6/20,2973.99,67.95,3134.85,3246.28,3217.55,3246.84,3214.64,5.76E+08,7.84,0.96,32.2
1/7/20,2976.17,64.39,3139.38,3237.18,3241.86,3244.91,3232.43,5.00E+08,7.95,0.96,12.48
1/8/20,2978.44,67.58,3143.99,3253.05,3238.59,3267.07,3236.67,5.43E+08,7.8,0.96,30.4
1/9/20,2980.72,71.36,3148.7,3274.7,3266.03,3275.58,3263.67,5.05E+08,7.96,0.96,11.91
1/10/20,2983.02,67.69,3153.27,3265.35,3281.81,3282.99,3260.86,4.54E+08,8.01,0.96,22.13
1/13/20,2985.39,71.53,3158.1,3288.13,3271.13,3288.13,3268.43,4.88E+08,8.02,0.96,19.7
1/14/20,2987.63,69.58,3163.01,3283.15,3285.35,3294.25,3277.19,5.57E+08,7.44,0.96,17.06
1/15/20,2989.74,70.64,3167.46,3289.29,3282.27,3298.66,3280.69,4.98E+08,6.96,0.96,17.97
1/16/20,2991.99,74.87,3172.23,3316.81,3302.97,3317.11,3302.82,5.07E+08,7.1,0.96,14.29
1/17/20,2994.27,76.57,3177.33,3329.62,3323.66,3329.88,3318.86,7.18E+08,7.11,0.96,11.02
1/21/20,2996.48,72.92,3182.21,3320.79,3321.03,3329.79,3316.61,6.43E+08,6.93,0.96,13.18
1/22/20,2998.62,73.07,3186.94,3321.75,3330.02,3337.77,3320.04,5.26E+08,6.78,0.96,17.73
1/23/20,3000.77,73.69,3191.59,3325.54,3315.77,3326.88,3301.87,5.75E+08,6.71,0.96,25.01
1/24/20,3002.86,61.57,3195.76,3295.47,3333.1,3333.18,3281.53,5.58E+08,7.49,0.96,51.65
1/27/20,3004.63,47.17,3198.79,3243.63,3247.16,3258.85,3234.5,6.05E+08,8.84,0.96,24.35
1/28/20,3006.57,54.4,3202.44,3276.24,3255.35,3285.78,3253.22,5.28E+08,9.26,0.96,32.56
1/29/20,3008.4,53.71,3205.97,3273.4,3289.46,3293.47,3271.89,5.40E+08,9.09,0.96,21.58
1/30/20,3010.29,55.88,3209.24,3283.66,3256.45,3285.91,3242.8,5.78E+08,9.11,0.96,43.11
1/31/20,3011.89,43.44,3211.3,3225.52,3282.33,3282.33,3214.68,8.76E+08,10.71,0.96,67.65
2/3/20,3013.63,48.42,3213.88,3248.92,3235.66,3268.44,3235.66,5.99E+08,10.84,0.96,32.78
2/4/20,3015.59,56.91,3217.66,3297.59,3280.61,3306.92,3280.61,5.92E+08,11.6,0.96,26.31
2/5/20,3017.73,62.05,3222.29,3334.69,3324.91,3337.58,3313.75,6.08E+08,12.01,0.96,23.83
2/6/20,3019.79,63.45,3227,3345.78,3344.92,3347.96,3334.39,5.54E+08,12.02,0.96,13.57
2/7/20,3021.79,59.59,3230.88,3327.71,3335.54,3341.42,3322.12,5.07E+08,12.12,0.96,19.3
2/10/20,3023.92,62.87,3235.11,3352.09,3318.28,3352.26,3317.77,4.88E+08,12.27,0.96,34.49
2/11/20,3026.01,63.61,3239.19,3357.75,3365.87,3375.63,3352.72,4.72E+08,12.08,0.96,22.91
2/12/20,3028.19,66.37,3243.96,3379.45,3370.5,3381.47,3369.72,5.36E+08,12.16,0.96,11.75
2/13/20,3030.33,65.02,3249.16,3373.94,3365.9,3385.09,3360.52,5.16E+08,12.01,0.96,24.57
2/14/20,3032.61,65.87,3254.9,3380.16,3378.08,3380.69,3366.15,4.77E+08,11.73,0.96,14.54
2/18/20,3034.88,63.26,3260.05,3370.29,3369.04,3375.01,3355.61,5.43E+08,11.79,0.96,19.4
2/19/20,3037.08,65.61,3265.43,3386.15,3380.39,3393.52,3378.83,4.69E+08,11.76,0.96,14.69
2/20/20,3039.28,62.12,3269.97,3373.23,3380.45,3389.15,3341.02,5.39E+08,11.82,0.96,48.13
2/21/20,3041.55,53.66,3274.01,3337.75,3360.5,3360.76,3328.45,6.81E+08,12.21,0.96,32.31
2/24/20,3043.28,36.7,3275.87,3225.89,3257.61,3259.81,3214.65,7.91E+08,16.03,0.96,45.16
2/25/20,3044.57,28.29,3275.61,3128.21,3238.94,3246.99,3118.77,8.91E+08,18.24,0.96,128.22
2/26/20,3045.75,27.47,3274.56,3116.39,3139.9,3182.51,3108.99,8.37E+08,18.25,0.96,73.52
2/27/20,3046.58,20.15,3270.76,2978.76,3062.54,3097.07,2977.39,1.14E+09,22.35,0.96,119.68
2/28/20,3047.18,19.16,3266.02,2954.22,2916.9,2959.72,2855.84,1.66E+09,22.09,0.96,103.88
3/2/20,3048.38,37.37,3263.97,3090.23,2974.28,3090.96,2945.19,1.13E+09,26.45,0.96,145.77
3/3/20,3049.01,32.36,3260.22,3003.37,3096.46,3136.72,2976.63,1.15E+09,27.57,0.96,160.09
3/4/20,3050.36,44.13,3258.71,3130.12,3045.75,3130.97,3034.38,8.53E+08,30.66,0.96,96.59
3/5/20,3051.28,38.14,3254.77,3023.94,3075.7,3083.04,2999.83,9.11E+08,32.13,0.96,83.21
3/6/20,3051.82,35.62,3249.73,2972.37,2954.2,2985.93,2901.54,1.07E+09,32.36,0.96,84.39
3/9/20,3051.27,27.13,3240.2,2746.56,2863.89,2863.89,2734.43,1.31E+09,39.36,0.97,129.46
3/10/20,3051.57,36.86,3233.04,2882.23,2813.48,2882.59,2734,1.16E+09,42.33,0.97,148.59
3/11/20,3051.15,32.07,3223.07,2741.38,2825.6,2825.6,2707.22,1.12E+09,44.46,0.96,118.38
3/12/20,3049.54,25.48,3208.26,2480.64,2630.86,2660.95,2478.86,1.43E+09,52.46,0.97,182.09
3/13/20,3049.18,37.67,3197.86,2711.02,2569.99,2711.33,2492.37,1.38E+09,60.08,0.97,218.96
3/16/20,3047.17,30.17,3180.43,2386.13,2508.59,2562.98,2380.94,1.34E+09,70.07,0.97,182.04
3/17/20,3046.05,36.2,3166.31,2529.19,2425.66,2553.93,2367.04,1.33E+09,72.69,0.97,186.89
3/18/20,3044.32,33.36,3149.35,2398.1,2436.5,2453.57,2280.52,1.31E+09,73.57,0.97,173.05
3/19/20,3042.35,33.84,3132.79,2409.39,2393.48,2466.97,2319.78,1.13E+09,73.6,0.97,147.19
3/20/20,3039.75,31.57,3113.83,2304.92,2431.94,2453.01,2295.56,1.71E+09,74.23,0.97,157.45
3/23/20,3036.72,30.16,3093.09,2237.4,2290.71,2300.73,2191.86,1.13E+09,74.13,0.97,108.87
3/24/20,3034.59,39.24,3076.73,2447.33,2344.44,2449.71,2344.44,1.22E+09,80.28,0.96,105.27
3/25/20,3032.53,40.36,3060.47,2475.56,2457.77,2571.42,2407.53,1.25E+09,80.39,0.96,163.89
3/26/20,3031.25,46.22,3047.41,2630.07,2501.29,2637.01,2500.72,1.10E+09,83.16,0.96,136.29
3/27/20,3029.56,43.58,3032.46,2541.47,2555.87,2615.91,2520.02,9.17E+08,83.44,0.96,95.89
3/30/20,3028.23,46.73,3018.65,2626.65,2558.98,2631.8,2545.28,8.56E+08,84.4,0.96,86.52
3/31/20,3026.72,45.39,3003.75,2584.59,2614.69,2641.39,2571.15,1.22E+09,84.33,0.96,70.24
4/1/20,3024.63,41.85,2986.75,2470.5,2498.08,2522.75,2447.49,9.09E+08,84.98,0.96,75.26
4/2/20,3022.67,44.17,2970.85,2526.9,2458.54,2533.22,2455.79,8.95E+08,85.57,0.96,77.43
4/3/20,3020.48,42.92,2954.11,2488.65,2514.92,2538.18,2459.96,9.26E+08,85.25,0.96,78.22
4/6/20,3019.03,49.89,2941.48,2663.68,2578.28,2676.85,2574.57,1.04E+09,87.99,0.96,102.28
4/7/20,3017.58,49.73,2929.79,2659.41,2738.65,2756.89,2657.67,9.69E+08,87.99,0.96,99.22
4/8/20,3016.6,53.15,2919.27,2749.98,2685,2760.75,2663.3,8.01E+08,87.85,0.96,97.45
4/9/20,3015.96,54.62,2909.6,2789.82,2776.99,2818.57,2762.36,9.61E+08,87.98,0.96,56.21
4/13/20,3015.2,53.35,2899.15,2761.63,2782.46,2782.46,2721.17,7.21E+08,86.79,0.96,61.29
4/14/20,3014.81,56.6,2891.57,2846.06,2805.1,2851.85,2805.1,7.44E+08,87.02,0.96,46.75
4/15/20,3014.01,53.61,2882.25,2783.36,2795.64,2801.88,2761.54,7.31E+08,86.16,0.96,40.34
4/16/20,3013.19,54.28,2872.29,2799.55,2799.34,2806.51,2764.32,7.53E+08,85.68,0.96,42.19
4/17/20,3012.7,57.36,2863.09,2874.56,2842.43,2879.22,2830.88,9.60E+08,85.99,0.96,48.34
4/20/20,3011.83,54.65,2852.64,2823.16,2845.62,2868.98,2820.43,7.07E+08,82.74,0.96,48.55
4/21/20,3010.57,50.32,2840.82,2736.56,2784.81,2785.54,2727.1,7.47E+08,81.94,0.96,58.44
4/22/20,3009.68,53.21,2829.76,2799.31,2787.89,2815.1,2775.95,6.69E+08,80.85,0.96,39.15
4/23/20,3008.77,53.13,2818.56,2797.8,2810.42,2844.9,2794.26,6.78E+08,74.59,0.96,50.64
4/24/20,3007.99,55.01,2807.71,2836.74,2812.64,2842.71,2791.76,7.19E+08,69.92,0.96,50.95
4/27/20,3007.38,57,2797.8,2878.48,2854.65,2887.72,2852.89,6.11E+08,57.36,0.96,34.83
4/28/20,3006.63,56.04,2787.46,2863.39,2909.96,2921.15,2860.71,6.71E+08,55.14,0.96,60.44
4/29/20,3006.26,59.74,2778.85,2939.51,2918.46,2954.86,2912.16,8.26E+08,52.52,0.96,42.7
